x_Mn,x_Ni,x_Ga,VEC,predicted_ordering,confidence,prob_AFM,prob_FM,prob_FiM,prob_NM
0.06,0.78,0.16,8.700000000000001,FM,0.9965126377444106,0.002015512552602993,0.9965126377444106,0.0014575931588808265,1.4256544105630765e-05
0.06,0.8,0.14,8.84,FM,0.9970704904761827,0.0016654648943545177,0.9970704904761827,0.0012529566320331304,1.1087997429638174e-05
0.06,0.82,0.12,8.979999999999999,FM,0.9969772863104047,0.0016783744132125766,0.9969772863104047,0.001333365127620239,1.0974148762381986e-05
0.06,0.84,0.1,9.120000000000001,FM,0.9971714546083973,0.0015652630355992999,0.9971714546083973,0.0012532275362513103,1.0054819751954828e-05
0.06,0.86,0.08,9.26,FM,0.9980336789001448,0.00102030419134231,0.9980336789001448,0.0009385817701178605,7.435138395066746e-06
0.06,0.88,0.06,9.4,FM,0.9984420947741829,0.0007367640084719408,0.9984420947741829,0.0008152825739552194,5.8586433900173965e-06
0.06,0.9,0.04,9.54,FM,0.9987047369995342,0.0006152126878122968,0.9987047369995342,0.000673203192961912,6.847119691456489e-06
0.06,0.92,0.02,9.680000000000001,FM,0.9986586388475289,0.000586206060429765,0.9986586388475289,0.0007485455752671204,6.609516774302102e-06
0.06,0.94,0.0,9.819999999999999,FM,0.9989681040285221,0.0005309664488348621,0.9989681040285221,0.0004950996518497911,5.829870793240856e-06
0.08,0.0,0.92,3.3200000000000003,FM,0.9561911045347598,0.024919890497927945,0.9561911045347598,0.015943263231950694,0.002945741735361644
0.08,0.02,0.9,3.46,FM,0.9561184743915975,0.019747459293796038,0.9561184743915975,0.020758520082092204,0.0033755462325142675
0.08,0.04,0.88,3.6,FM,0.9688373237464877,0.014115385999087343,0.9688373237464877,0.014393381822729534,0.0026539084316954615
0.08,0.06,0.86,3.74,FM,0.9417893704128825,0.03977965305526323,0.9417893704128825,0.01524074397976732,0.003190232552086992
